strategy,price_move,new_price,take_profit,exit_strategy,profit_usd,leveraged_profit,roi_percent,leveraged_roi
Bull Call Spread,-10,63000.0,60,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,60,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,60,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,60,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,60,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,60,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,75,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,100,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,125,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,150,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,200,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,250,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-10,63000.0,300,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bull Call Spread,-5,66500.0,25,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,25,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,30,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,40,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,50,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,60,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,75,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,100,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,125,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,150,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,200,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,250,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,50% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,75% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,100% profit target,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,DTE-based (21 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,DTE-based (14 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,DTE-based (7 days),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,Theta decay (-50%),-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,Delta neutral,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,Volatility expansion,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-5,66500.0,300,Time decay optimization,-1750.0,-61250.0,-50.0,-50.0
Bull Call Spread,-2,68600.0,25,50% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,75% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,100% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,DTE-based (21 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,DTE-based (14 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,DTE-based (7 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,Theta decay (-50%),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,Delta neutral,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,Volatility expansion,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,25,Time decay optimization,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,50% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,75% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,100% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,DTE-based (21 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,DTE-based (14 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,DTE-based (7 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,Theta decay (-50%),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,Delta neutral,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,Volatility expansion,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,30,Time decay optimization,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,50% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,75% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,100% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,DTE-based (21 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,DTE-based (14 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,DTE-based (7 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,Theta decay (-50%),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,Delta neutral,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,Volatility expansion,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,40,Time decay optimization,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,50% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,75% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,100% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,DTE-based (21 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,DTE-based (14 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,DTE-based (7 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,Theta decay (-50%),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,Delta neutral,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,Volatility expansion,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,50,Time decay optimization,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,50% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,75% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,100% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,DTE-based (21 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,DTE-based (14 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,DTE-based (7 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,Theta decay (-50%),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,Delta neutral,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,Volatility expansion,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,60,Time decay optimization,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,50% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,75% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,100% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,DTE-based (21 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,DTE-based (14 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,DTE-based (7 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,Theta decay (-50%),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,Delta neutral,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,Volatility expansion,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,75,Time decay optimization,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,100,50% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,100,75% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,100,100% profit target,-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,100,DTE-based (21 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,100,DTE-based (14 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,100,DTE-based (7 days),-700.0,-24500.0,-20.0,-20.0
Bull Call Spread,-2,68600.0,100,Theta decay (-50%),-700.0,-24500.0,-20.0,-20.0
